id,date,team_1,team_2,home_team,tournament,h_win_diff,h_draw,f_goalF_1,f_goalF_2,f_goalA_1,f_goalA_2,f_win_1,f_win_2,f_draw_1,f_draw_2,avg_odds_win_1,avg_odds_draw,avg_odds_win_2,result,goal_diff
39963,2011-11-15,Seychelles,Kenya,Kenya,FIFA World Cup qualification,-3,1,16,18,20,5,1,2,1,1,12.2586,6.4319,1.15,lose,-4.0
39964,2011-11-15,Uzbekistan,Tajikistan,Uzbekistan,FIFA World Cup qualification,2,3,11,15,15,11,4,5,1,2,1.0581,9.0031,23.2265,win,3.0
39965,2011-11-15,Rwanda,Eritrea,Rwanda,FIFA World Cup qualification,5,2,12,18,12,14,2,3,2,0,1.2857,4.5871,9.1981,win,2.0
39966,2011-11-15,United Arab Emirates,Kuwait,Kuwait,FIFA World Cup qualification,0,6,23,11,15,11,3,5,1,3,5.3714,3.6579,1.5746,lose,-1.0
39967,2011-11-15,Jordan,Iraq,Jordan,FIFA World Cup qualification,-11,8,18,5,12,11,5,5,5,2,2.4219,2.8196,3.0665,lose,-2.0
39968,2011-11-15,Qatar,Bahrain,Qatar,FIFA World Cup qualification,-4,13,13,16,10,7,2,4,4,3,1.7846,3.3464,4.285,draw,0.0
39969,2011-11-15,Saudi Arabia,Oman,Saudi Arabia,FIFA World Cup qualification,10,3,7,11,14,5,2,4,4,4,1.4789,3.7382,6.6093,draw,0.0
39970,2011-11-15,Mozambique,Comoros,Mozambique,FIFA World Cup qualification,3,0,12,10,11,8,4,1,2,2,1.1286,6.7295,13.311,win,3.0
39971,2011-11-15,Namibia,Djibouti,Namibia,FIFA World Cup qualification,1,0,10,20,6,20,2,0,4,1,1.0237,11.1842,26.7974,win,4.0
39972,2011-11-15,Guatemala,Grenada,Grenada,FIFA World Cup qualification,2,0,17,14,10,18,4,1,2,2,1.4787,3.7922,5.9539,win,3.0
39973,2011-11-15,Haiti,Antigua and Barbuda,Haiti,FIFA World Cup qualification,4,1,19,23,14,17,4,5,3,3,1.9096,3.3726,3.49,win,1.0
39974,2011-11-15,Colombia,Argentina,Colombia,FIFA World Cup qualification,-8,6,6,16,10,4,6,4,2,4,3.5582,3.1929,2.0882,lose,-1.0
39975,2011-11-15,Peru,Ecuador,Ecuador,FIFA World Cup qualification,5,11,12,17,8,9,5,5,3,2,5.3464,3.5896,1.6436,lose,-2.0
39976,2011-11-14,Serbia,Honduras,Honduras,Friendly,0,0,11,7,8,18,4,2,3,3,2.5071,3.1682,2.7407,lose,-2.0
39977,2011-11-15,Zambia,Nigeria,Nigeria,Friendly,-2,5,17,21,11,9,6,5,1,3,6.3413,3.7538,1.5188,lose,-2.0
39978,2011-11-15,Libya,Belarus,Belarus,Friendly,0,1,13,9,9,11,3,3,4,3,5.6057,3.5787,1.5883,draw,0.0
39979,2011-11-15,Ghana,Gabon,Ghana,Friendly,3,2,10,9,11,9,5,4,3,2,1.6771,3.3633,5.3748,win,1.0
39980,2011-11-15,USA,Slovenia,Slovenia,Friendly,0,1,7,9,12,11,4,4,1,2,3.0754,3.1218,2.3229,win,1.0
39981,2011-11-15,Zimbabwe,South Africa,Zimbabwe,Friendly,-3,2,14,10,9,3,5,5,2,3,2.8567,2.9960000000000004,2.556,win,1.0
39982,2011-11-15,Ukraine,Austria,Ukraine,Friendly,0,0,15,18,15,16,3,2,2,1,1.6007,3.6793,5.6675,win,1.0
39983,2011-11-15,Finland,Denmark,Denmark,Friendly,-27,9,22,12,11,13,4,6,1,2,6.9807,4.0171,1.4718,lose,-1.0
39984,2011-11-15,Switzerland,Luxembourg,Luxembourg,Friendly,8,1,17,16,8,8,4,2,4,1,1.1814,6.2596,14.4404,win,1.0
39985,2011-11-15,Romania,Greece,Greece,Friendly,9,8,14,9,8,7,4,6,3,4,3.2825,3.1254,2.2321,win,2.0
39986,2011-11-15,Poland,Hungary,Poland,Friendly,-13,4,10,13,10,16,4,7,4,1,1.8411,3.3582,4.2664,win,1.0
39987,2011-11-15,Netherlands,Germany,Germany,Friendly,-3,14,25,24,13,18,7,8,2,1,4.0533,3.4559,1.87,lose,-3.0
39988,2011-11-15,Uruguay,Italy,Italy,Friendly,-1,3,15,11,12,9,5,7,5,2,3.9959,3.2089,1.9522,win,1.0
39989,2011-11-15,France,Belgium,France,Friendly,-5,17,8,15,12,10,5,5,5,4,1.6664,3.4761,5.4261,draw,0.0
39990,2011-11-15,Spain,Costa Rica,Costa Rica,Friendly,0,0,18,14,17,9,9,2,0,2,1.2539,5.3957,11.3193,draw,0.0
39991,2011-11-15,Paraguay,Chile,Chile,FIFA World Cup qualification,2,6,11,18,11,10,2,3,6,3,4.0996,3.3626,1.8719,lose,-2.0
39992,2011-11-15,Panama,Dominica,Panama,FIFA World Cup qualification,1,0,14,10,19,28,6,4,2,1,1.0342,10.5233,25.6654,win,3.0
39993,2011-11-16,Somalia,Ethiopia,Ethiopia,FIFA World Cup qualification,-3,1,21,19,10,15,2,3,0,2,16.9782,7.8536,1.0936,lose,-5.0
39994,2011-11-16,Malaysia,India,India,Friendly,1,5,23,21,7,11,4,3,3,3,2.8689,3.2128,2.2867,lose,-1.0
39995,2011-11-29,Zambia,India,India,Friendly,1,0,17,18,10,11,5,3,2,4,1.8355,3.492,3.8645,win,5.0
39996,2011-12-21,Paraguay,Chile,Chile,Friendly,1,6,13,22,12,10,3,3,5,2,2.8414,3.1695,2.4052,lose,-1.0
39997,2012-01-06,South Africa,Equatorial Guinea,Equatorial Guinea,Friendly,1,0,9,18,4,7,4,4,4,1,2.24,3.18,3.18,draw,0.0
39998,2012-01-09,Gabon,Burkina Faso,Gabon,Friendly,1,7,8,20,9,5,3,5,2,3,1.85,3.1,4.2,draw,0.0
39999,2012-01-09,Tunisia,Sudan,Tunisia,Friendly,4,0,23,6,10,12,5,4,3,3,1.5287,3.6847,6.028,win,3.0
40000,2012-01-12,Sudan,Senegal,Senegal,Friendly,0,0,7,20,11,8,4,6,3,1,8.15,4.35,1.3425,lose,-1.0
40001,2012-01-13,Tunisia,Ivory Coast,Tunisia,Friendly,0,6,22,15,8,21,5,9,2,0,3.4273,3.1438,2.0788,lose,-2.0
40002,2012-01-15,Oman,Congo DR,Oman,Friendly,0,0,12,14,4,15,4,6,4,0,1.8811,3.2744,4.0911,draw,0.0
40003,2012-01-17,Uzbekistan,Kuwait,Kuwait,Friendly,1,0,12,11,9,10,5,4,1,3,2.7922,3.1022,2.4196,lose,-1.0
40004,2012-01-18,Sweden,Bahrain,Bahrain,Friendly,0,0,17,10,17,5,7,3,1,5,1.5313,3.7743,5.9057,win,2.0
40005,2012-01-18,Thailand,Norway,Thailand,King's Cup,-1,0,13,15,4,6,3,5,5,1,5.8654,3.8663,1.4963,lose,-1.0
40006,2012-01-21,Libya,Equatorial Guinea,Equatorial Guinea,African Cup of Nations,0,0,11,17,7,8,3,4,6,1,2.8411,2.9018,2.6196,lose,-1.0
40007,2012-01-21,Zambia,Senegal,Senegal,African Cup of Nations,0,5,13,18,13,6,5,6,1,1,4.7257,3.3229,1.7689,win,1.0
40008,2012-01-22,Burkina Faso,Angola,Burkina Faso,African Cup of Nations,0,0,18,8,6,6,4,4,4,4,2.5632,2.9582,2.8343,lose,-1.0
40009,2012-01-21,Venezuela,USA,USA,Friendly,-2,1,16,7,4,10,3,4,2,1,4.6722,3.3813,1.7483,lose,-1.0
40010,2012-01-22,Lebanon,Iraq,Lebanon,Friendly,-7,4,26,5,10,9,3,6,1,2,2.75,3.4,2.2,win,1.0
40011,2012-01-23,Niger,Gabon,Gabon,African Cup of Nations,-3,0,18,8,6,9,3,3,3,2,7.1839,3.8193,1.4825,lose,-2.0
40012,2012-01-23,Tunisia,Morocco,Morocco,African Cup of Nations,-2,20,24,12,6,6,5,5,2,3,3.1404,2.9939,2.3496,win,1.0
40013,2012-01-24,Ghana,Botswana,Ghana,African Cup of Nations,0,1,10,5,8,6,4,3,4,6,1.3168,4.6371,10.0757,win,1.0
40014,2012-01-24,Mali,Guinea,Mali,African Cup of Nations,-4,14,16,19,11,11,4,4,0,3,2.5121,3.0189,2.8646,win,1.0
40015,2012-01-25,Zambia,Libya,Libya,African Cup of Nations,0,2,9,11,13,6,5,3,2,5,1.9679,3.1121,4.1393,draw,0.0
40016,2012-01-25,Senegal,Equatorial Guinea,Equatorial Guinea,African Cup of Nations,0,0,12,15,6,7,6,4,1,2,1.6996,3.4129,5.0308,lose,-1.0
40017,2012-01-26,Sudan,Angola,Sudan,African Cup of Nations,-1,1,7,9,6,6,3,5,4,4,3.8507,3.1154,1.9986,draw,0.0
40018,2012-01-25,USA,Panama,Panama,Friendly,6,2,9,13,12,17,4,6,1,2,2.3558,3.0433,3.0138,win,1.0
40019,2012-01-25,Venezuela,Mexico,Mexico,Friendly,-5,2,16,10,6,11,3,4,1,2,5.5252,3.6476,1.5784,lose,-2.0
40020,2012-01-27,Tunisia,Niger,Niger,African Cup of Nations,1,0,23,18,8,7,5,2,2,4,1.3261,4.6032,9.4271,win,1.0
40021,2012-01-27,Morocco,Gabon,Gabon,African Cup of Nations,5,0,13,7,7,9,5,3,3,3,2.5779,3.0664,2.7404,lose,-1.0
40022,2012-01-27,Turkmenistan,Romania,Romania,Friendly,0,0,18,14,8,8,4,4,4,3,13.1278,8.3422,1.1156,lose,-4.0
40023,2012-01-28,Guinea,Botswana,Botswana,African Cup of Nations,4,0,19,4,8,5,3,3,4,6,1.7982,3.2839,4.5721,win,5.0
40024,2012-01-28,Mali,Ghana,Ghana,African Cup of Nations,-6,5,15,12,11,9,4,5,1,3,4.3064,3.2475,1.8582,lose,-2.0
40025,2012-01-29,Zambia,Equatorial Guinea,Equatorial Guinea,African Cup of Nations,0,0,10,14,11,6,5,4,2,2,2.2639,2.5939,3.8932,win,1.0
40026,2012-01-29,Senegal,Libya,Libya,African Cup of Nations,-1,1,12,11,6,6,5,3,1,5,1.8975,3.3321,3.9404,lose,-1.0
40027,2012-01-29,Uzbekistan,United Arab Emirates,United Arab Emirates,Friendly,-4,2,13,23,6,16,6,3,1,1,2.2846,3.2185,2.9769,lose,-1.0
40028,2012-01-30,Sudan,Burkina Faso,Sudan,African Cup of Nations,0,0,8,15,6,6,3,3,3,4,2.3639,3.2589,2.8714,win,1.0
40029,2012-01-31,Tunisia,Gabon,Gabon,African Cup of Nations,2,3,22,8,9,7,6,4,2,3,3.6021,3.1136,2.0886,lose,-1.0
40030,2012-01-31,Niger,Morocco,Niger,African Cup of Nations,-3,0,19,14,6,8,2,4,3,3,6.8714,4.1536,1.4443,lose,-1.0
40031,2012-02-01,Mali,Botswana,Botswana,African Cup of Nations,1,0,16,4,9,4,5,3,1,5,1.2981,4.8281,9.6633,win,1.0
40032,2012-02-01,Guinea,Ghana,Ghana,African Cup of Nations,-7,5,19,13,8,9,2,6,4,2,3.8415,3.3681,1.9174,draw,0.0
40033,2012-02-04,Zambia,Sudan,Zambia,African Cup of Nations,3,3,12,9,11,7,4,3,3,3,1.7486,3.3221,4.9225,win,3.0
40034,2012-02-05,Mali,Gabon,Gabon,African Cup of Nations,-2,2,17,11,9,7,5,4,1,3,4.5164,3.2471,1.8389,draw,0.0
40035,2012-02-05,Tunisia,Ghana,Ghana,African Cup of Nations,-4,4,20,11,11,8,6,6,2,2,4.0743,3.1675,1.9471,lose,0.0
40036,2012-02-08,Zambia,Ghana,Zambia,African Cup of Nations,-3,0,9,12,12,6,4,5,3,3,4.0014,3.1361,1.9807,win,1.0
40037,2012-02-08,Mali,Ivory Coast,Mali,African Cup of Nations,-12,7,16,14,10,19,5,9,1,1,8.1136,3.9468,1.4339,lose,-1.0
40038,2012-02-11,Mali,Ghana,Ghana,African Cup of Nations,-7,5,14,13,10,6,4,6,2,2,3.657,3.2056,2.0352,win,2.0
40039,2012-02-12,Zambia,Ivory Coast,Zambia,African Cup of Nations,3,0,10,15,12,13,5,9,3,1,6.7996,3.6946,1.5312,draw,0.0
40040,2012-02-15,Paraguay,Chile,Paraguay,Friendly,0,6,13,22,10,9,3,3,4,2,2.1279,3.1654,3.2721,win,2.0
40041,2012-02-22,Kuwait,China,China,Friendly,-1,4,10,19,11,12,4,7,3,0,4.0662,3.1905,1.8976,lose,-2.0
40042,2012-02-22,Paraguay,Guatemala,Paraguay,Friendly,5,1,13,17,9,9,3,5,3,2,1.2212,5.5976,11.47,win,1.0
40043,2012-02-23,Oman,India,Oman,Friendly,2,1,11,21,3,15,4,4,4,3,1.2638,5.115,9.9675,win,4.0
40044,2012-02-24,Japan,Iceland,Japan,Friendly,2,0,16,13,8,10,6,1,4,2,1.2584,5.1228,10.5472,win,2.0
40045,2012-02-24,Thailand,Maldives,Thailand,Friendly,2,0,12,15,5,7,2,4,5,4,1.25,4.75,11.0,win,3.0
40046,2012-02-24,United Arab Emirates,Palestine,United Arab Emirates,Friendly,0,1,25,19,14,9,3,3,1,3,1.2422,5.2878,9.6522,win,3.0
40047,2012-02-24,Singapore,Azerbaijan,Singapore,Friendly,0,0,16,15,12,15,3,1,2,1,6.8467,4.0267,1.4358,draw,0.0
40048,2012-02-26,Puerto Rico,Nicaragua,Nicaragua,Friendly,-1,0,12,16,12,10,3,2,3,2,5.0,3.5,1.72,lose,-3.0
40049,2012-02-27,India,Azerbaijan,India,Friendly,0,0,23,13,13,16,5,2,2,1,11.4457,5.2352,1.2278,lose,-3.0
40050,2012-02-27,Kenya,Egypt,Egypt,Friendly,-9,3,12,25,10,5,4,6,1,1,16.273,6.1285,1.153,lose,-5.0
40051,2012-02-28,Serbia,Armenia,Armenia,Friendly,1,1,13,20,6,14,3,5,3,2,1.8735,3.3458,4.0765,win,2.0
40052,2012-02-29,Zimbabwe,Burundi,Burundi,African Cup of Nations qualification,0,0,18,20,5,7,6,3,0,3,3.1086,3.1162,2.1586,lose,-1.0
40053,2012-02-29,Madagascar,Cape Verde,Madagascar,African Cup of Nations qualification,0,0,15,12,7,4,1,5,2,3,2.75,3.05,2.4475,lose,-4.0
40054,2012-02-29,Ethiopia,Benin,Ethiopia,African Cup of Nations qualification,0,0,15,14,11,14,2,1,4,3,2.0514,3.1991,3.3368,draw,0.0
40055,2012-02-29,Rwanda,Nigeria,Rwanda,African Cup of Nations qualification,-1,1,17,16,15,8,7,4,1,5,4.5554,3.3692,1.6854,draw,0.0
40056,2012-02-29,Seychelles,Congo DR,Seychelles,African Cup of Nations qualification,0,0,17,20,12,16,0,6,1,1,6.4642,4.0605,1.4184,lose,-4.0
40057,2012-02-29,Malawi,Chad,Chad,African Cup of Nations qualification,1,1,5,19,7,12,2,0,7,3,2.2095,3.1933,2.9571,lose,-1.0
40058,2012-02-29,Togo,Kenya,Kenya,African Cup of Nations qualification,0,1,18,9,8,11,1,4,3,1,3.3605,3.1719,2.0319,lose,-1.0
40059,2012-02-29,Uganda,Congo,Congo,African Cup of Nations qualification,-1,0,11,10,7,13,6,3,2,3,3.1447,3.0921,2.1642,lose,-2.0
40060,2012-02-29,Namibia,Liberia,Liberia,African Cup of Nations qualification,1,1,13,14,8,6,4,2,3,4,3.845,3.375,1.8088,lose,-1.0
40061,2012-02-29,Gambia,Algeria,Gambia,African Cup of Nations qualification,0,0,21,13,9,4,3,2,1,4,2.512,2.9360000000000004,2.688,lose,-1.0
40062,2012-02-29,Jordan,China,China,FIFA World Cup qualification,-4,3,19,18,13,16,6,7,3,0,4.0052,3.3459,1.823,lose,-2.0
40063,2012-02-29,Tajikistan,North Korea,Tajikistan,FIFA World Cup qualification,0,0,14,12,15,2,4,5,2,1,5.96,3.6241,1.5307,draw,0.0
40064,2012-02-29,Saudi Arabia,Australia,Australia,FIFA World Cup qualification,-1,1,9,17,14,9,3,7,4,1,4.8457,3.4868,1.6586,lose,-2.0
40065,2012-02-29,Thailand,Oman,Oman,FIFA World Cup qualification,2,0,11,11,5,5,2,3,4,5,6.5457,3.9286,1.4475,lose,-2.0
40066,2012-02-29,Uzbekistan,Japan,Japan,FIFA World Cup qualification,-5,3,12,15,6,6,6,6,1,3,11.097,5.0604,1.2296,win,1.0
40067,2012-02-29,United Arab Emirates,Lebanon,United Arab Emirates,FIFA World Cup qualification,3,2,20,28,12,10,3,4,1,1,2.3036,3.234,2.8044,win,2.0
40068,2012-02-29,Indonesia,Bahrain,Bahrain,FIFA World Cup qualification,0,1,21,9,11,6,3,3,2,5,18.4993,7.6637,1.0944,lose,-10.0
40069,2012-02-29,Singapore,Iraq,Iraq,FIFA World Cup qualification,-3,0,15,6,16,10,3,7,2,2,14.5868,6.1304,1.146,lose,-6.0
40070,2012-02-29,New Zealand,Jamaica,New Zealand,Friendly,-1,0,13,17,8,11,1,5,5,0,2.1592,3.17,3.3,lose,-1.0
40071,2012-02-29,Philippines,Malaysia,Philippines,Friendly,-3,0,17,24,10,8,3,4,4,3,3.8467,3.4142,1.8575,draw,0.0
40072,2012-02-29,Palestine,Azerbaijan,Palestine,Friendly,0,0,18,15,10,16,4,2,3,2,5.3468,5.9929,9.2893,win,2.0
40073,2012-02-29,Latvia,Kazakhstan,Latvia,Friendly,2,0,13,19,10,12,3,1,2,2,1.8719,3.3846,4.0212,draw,0.0
40074,2012-02-29,Serbia,Cyprus,Cyprus,Friendly,1,0,13,9,5,15,2,1,3,3,1.8888,3.3158,3.9627,draw,0.0
40075,2012-02-29,Georgia,Albania,Georgia,Friendly,3,2,10,18,10,9,3,2,2,1,1.9967,3.2681,3.6956,win,1.0
40076,2012-02-29,Canada,Armenia,Armenia,Friendly,0,0,10,20,15,13,5,5,4,1,2.8654,3.1733,2.3721,lose,-2.0
40077,2012-02-29,Hungary,Bulgaria,Hungary,Friendly,6,5,16,12,16,9,7,2,1,3,1.8686,3.3436,4.1214,draw,0.0
40078,2012-02-29,Ukraine,Israel,Israel,Friendly,-1,3,16,16,16,16,3,4,2,0,2.7475,3.1796,2.5039,win,1.0
40079,2012-02-29,Montenegro,Iceland,Montenegro,Friendly,0,0,16,17,6,12,3,1,3,1,1.4996,3.7943,6.7996,win,1.0
40080,2012-02-29,Tunisia,Peru,Tunisia,Friendly,0,0,16,15,11,10,5,4,2,3,2.3729,3.2132,2.8496,draw,0.0
40081,2012-02-29,Niger,Egypt,Egypt,Friendly,0,0,17,25,8,4,2,6,3,1,10.3373,5.008,1.276,lose,-1.0
40082,2012-02-29,Macedonia,Luxembourg,Luxembourg,Friendly,1,0,10,19,7,8,2,2,2,1,1.6719,3.4519,5.1285,lose,-1.0
40083,2012-02-29,Malta,Liechtenstein,Malta,Friendly,1,1,13,14,9,8,1,2,2,2,1.9333,3.2863,3.8707,win,1.0
40084,2012-02-29,Uruguay,Romania,Romania,Friendly,1,1,18,12,11,10,6,4,4,3,2.1096,3.2096,3.4204,draw,0.0
40085,2012-02-29,Turkey,Slovakia,Turkey,Friendly,4,1,11,8,8,15,4,3,3,2,1.6904,3.4704,5.1086,lose,-1.0
40086,2012-02-29,South Africa,Senegal,South Africa,Friendly,-2,2,11,10,5,7,4,4,3,1,1.9173,3.2596,3.9135,draw,0.0
40087,2012-02-29,Russia,Denmark,Denmark,Friendly,7,1,13,12,3,13,5,6,4,2,3.2015,3.25,2.193,win,2.0
40088,2012-02-29,Morocco,Burkina Faso,Morocco,Friendly,3,1,16,15,9,5,4,2,2,4,1.6515,3.5508,5.1196,win,2.0
40089,2012-02-29,Finland,Austria,Austria,Friendly,-6,1,15,17,10,14,3,2,2,2,3.8918,3.2789,1.9461,lose,-2.0
40090,2012-02-29,Sweden,Croatia,Croatia,Friendly,-3,0,17,15,16,10,7,6,0,2,3.7332,3.2339,2.0064,win,2.0
40091,2012-02-29,Greece,Belgium,Greece,Friendly,0,1,9,17,8,9,5,5,5,4,2.5868,3.0214,2.7789,draw,0.0
40092,2012-02-29,Switzerland,Argentina,Switzerland,Friendly,-3,2,16,16,8,4,4,4,5,4,3.6275,3.2118,2.0504,lose,-2.0
40093,2012-02-29,Germany,France,Germany,Friendly,-3,6,23,9,21,10,7,5,2,5,1.7767,3.4248,4.6422,lose,-1.0
40094,2012-02-29,Ireland,Czech Republic,Ireland,Friendly,-2,1,8,16,11,9,7,4,3,3,2.4019,3.0759,3.0063,draw,0.0
40095,2012-02-29,USA,Italy,Italy,Friendly,-6,3,10,10,10,10,4,8,1,1,6.3185,3.6163,1.5615,win,1.0
40096,2012-02-29,Portugal,Poland,Poland,Friendly,1,2,22,10,10,11,6,3,2,4,2.1015,3.2044,3.4619,draw,0.0
40097,2012-02-29,Slovenia,Scotland,Slovenia,Friendly,-1,1,5,18,10,8,4,6,2,1,2.0859,3.2137,3.5148,draw,0.0
40098,2012-02-29,Venezuela,Spain,Spain,Friendly,-3,0,13,18,5,17,3,8,1,0,17.3071,7.3868,1.1271,lose,-5.0
40099,2012-02-29,Paraguay,Panama,Paraguay,Friendly,3,1,15,15,9,15,4,6,2,2,1.2371,5.1396,12.6825,win,1.0
40100,2012-02-29,Honduras,Ecuador,Ecuador,Friendly,0,5,7,18,17,9,3,5,2,1,6.1386,3.6461,1.5593,lose,-2.0
40101,2012-02-29,Ghana,Chile,Chile,Friendly,0,0,12,24,5,10,6,4,2,1,4.6962,3.4223,1.7331,draw,0.0
40102,2012-02-29,Mexico,Colombia,Mexico,Friendly,3,10,12,7,10,9,4,6,2,3,2.2441,3.0881,3.2107,lose,-2.0
40103,2012-03-02,Egypt,Congo DR,Egypt,Friendly,5,2,25,17,3,16,6,5,1,2,1.6594,3.5394,4.7856,draw,0.0
40104,2012-03-08,Turkmenistan,Maldives,Turkmenistan,AFC Challenge Cup,1,0,17,15,11,8,3,3,4,4,1.2362,4.9354,9.6992,win,2.0
40105,2012-03-08,Palestine,Nepal,Nepal,AFC Challenge Cup,0,1,19,18,10,11,3,3,3,4,1.8647,3.3582,3.6741,win,2.0
40106,2012-03-09,Tajikistan,India,India,AFC Challenge Cup,-1,1,17,25,12,14,3,5,2,2,2.5006,3.1619,2.5075,win,2.0
40107,2012-03-10,Turkmenistan,Palestine,Palestine,AFC Challenge Cup,0,0,20,21,11,10,3,4,4,2,2.4608,3.0967,2.6,draw,0.0
40108,2012-03-10,Nepal,Maldives,Maldives,AFC Challenge Cup,-4,2,19,18,10,8,3,3,4,3,1.9138,3.2985,3.5292,lose,-1.0
40109,2012-03-11,Tajikistan,North Korea,Tajikistan,AFC Challenge Cup,0,1,18,10,13,3,3,3,2,3,5.9217,3.4967,1.5258,lose,-2.0
40110,2012-03-11,Philippines,India,Philippines,AFC Challenge Cup,-2,0,21,23,10,16,4,5,3,2,4.9567,3.6611,1.6111,win,2.0
40111,2012-03-12,Palestine,Maldives,Maldives,AFC Challenge Cup,0,0,20,20,9,8,4,3,2,2,1.4367,3.93,6.222,win,2.0
40112,2012-03-12,Turkmenistan,Nepal,Nepal,AFC Challenge Cup,1,0,19,19,10,12,4,3,4,3,1.2843,4.6214,8.3964,win,3.0
40113,2012-03-13,Tajikistan,Philippines,Tajikistan,AFC Challenge Cup,0,1,16,23,13,7,4,3,1,3,1.9093,3.1867,3.7153,lose,-1.0
40114,2012-03-16,Turkmenistan,Philippines,Turkmenistan,AFC Challenge Cup,1,0,18,24,9,6,4,4,4,2,1.867,3.217,3.725,win,1.0
40115,2012-03-19,Philippines,Palestine,Philippines,AFC Challenge Cup,0,1,21,19,8,8,4,4,2,2,3.4065,3.2053,1.9894,win,1.0
40116,2012-03-19,Turkmenistan,North Korea,Turkmenistan,AFC Challenge Cup,-1,3,17,12,12,5,4,5,4,2,6.4281,3.6738,1.4543,lose,-1.0
40117,2012-03-21,Peru,Chile,Chile,Copa del Pacífico,-17,14,16,25,9,10,4,3,2,1,5.33,3.6716,1.6,lose,-2.0
40118,2012-03-21,Jamaica,Costa Rica,Jamaica,Friendly,-5,7,18,12,8,11,5,3,0,2,2.3558,3.2105,2.8858,draw,0.0
40119,2012-03-29,Uganda,Egypt,Egypt,Friendly,-10,1,11,25,9,3,5,6,3,1,7.2508,4.2425,1.3775,lose,-1.0
40120,2012-03-31,Egypt,Chad,Egypt,Friendly,1,0,22,17,3,11,5,1,2,2,1.43,3.9,6.4,win,4.0
40121,2012-04-11,Honduras,Costa Rica,Costa Rica,Friendly,3,17,9,12,17,10,4,3,1,2,3.8627,3.3409,1.8868,draw,0.0
40122,2012-04-11,Peru,Chile,Peru,Copa del Pacífico,-18,14,16,25,10,9,3,3,3,2,2.7757,3.2038,2.4019,lose,-3.0
40123,2012-04-12,Nigeria,Egypt,Egypt,Friendly,2,6,13,19,10,3,4,5,5,2,4.0388,3.2724,1.8835,lose,-1.0
40124,2012-04-15,Mauritania,Egypt,Egypt,Friendly,-1,1,22,20,11,2,1,5,1,2,14.022,8.7,1.086,lose,-3.0
40125,2012-04-17,Iraq,Egypt,Egypt,Friendly,0,3,6,22,9,4,7,6,1,2,4.1375,3.3595,1.806,draw,0.0
40126,2012-04-25,Paraguay,Guatemala,Guatemala,Friendly,6,1,17,18,10,11,5,5,1,1,1.8786,3.3362,3.8767,win,1.0
40127,2012-05-20,Egypt,Cameroon,Egypt,Friendly,6,6,23,15,3,8,7,4,2,5,1.915,3.31,3.7164,win,1.0
40128,2012-05-22,Qatar,Albania,Albania,Friendly,0,0,15,17,7,7,3,2,4,2,2.3333,3.16,2.8729,lose,-1.0
40129,2012-05-22,Togo,Egypt,Egypt,Friendly,-3,1,17,21,7,7,2,7,3,2,8.6495,4.8855,1.307,lose,-3.0
40130,2012-05-22,Poland,Latvia,Latvia,Friendly,5,2,10,14,12,9,4,3,4,1,1.3633,4.4533,8.1246,win,1.0
40131,2012-05-23,Japan,Azerbaijan,Japan,Friendly,0,0,18,11,6,18,6,3,3,2,1.1444,6.89,14.2472,win,2.0
40132,2012-05-23,Peru,Nigeria,Peru,Friendly,0,0,18,9,11,9,3,3,3,6,1.6432,3.5472,5.0008,win,1.0
40133,2012-05-24,Turkey,Georgia,Georgia,Friendly,1,1,10,11,8,9,4,4,4,1,1.8058,3.4023,4.2992,win,2.0
40134,2012-05-25,Estonia,Croatia,Croatia,Friendly,-5,2,16,11,13,8,3,5,2,3,11.9842,5.8281,1.2177,lose,-2.0
40135,2012-05-25,Montenegro,Belgium,Belgium,Friendly,0,0,15,16,7,8,2,5,3,4,6.0832,3.7452,1.5419999999999998,draw,0.0
40136,2012-05-25,Senegal,Morocco,Morocco,Friendly,-12,5,11,13,8,10,3,4,1,2,3.7476,3.1581,1.9757,win,1.0
40137,2012-05-25,Guatemala,Costa Rica,Costa Rica,Friendly,-8,13,18,9,11,10,6,3,1,3,9.0968,4.724,1.3152,lose,-1.0
40138,2012-05-26,Denmark,Brazil,Denmark,Friendly,-1,0,14,13,14,9,7,7,1,2,4.0519,3.4608,1.8604,lose,-2.0
40139,2012-05-26,Ireland,Bosnia-Herzegovina,Ireland,Friendly,0,0,4,20,12,6,6,5,4,3,2.0263,3.2504,3.6696,win,1.0
40140,2012-05-26,Slovakia,Poland,Poland,Friendly,2,1,8,10,15,12,3,4,2,4,3.9462,3.3865,1.89,lose,-1.0
40141,2012-05-26,Portugal,Macedonia,Portugal,Friendly,1,0,24,10,12,7,6,2,2,2,1.1119,8.0923,18.5404,draw,0.0
40142,2012-05-26,Spain,Serbia,Spain,Friendly,2,3,18,12,18,6,7,3,1,2,1.3974,4.3059,7.7859,win,2.0
40143,2012-05-26,Switzerland,Germany,Switzerland,Friendly,-27,6,12,25,8,19,4,8,5,2,4.1254,3.4885,1.8288,win,2.0
40144,2012-05-26,Netherlands,Bulgaria,Netherlands,Friendly,1,2,24,10,12,10,5,1,3,3,1.1685,6.6193,14.353,lose,-1.0
40145,2012-05-26,Turkey,Finland,Finland,Friendly,-1,3,11,16,10,12,4,4,3,1,1.8381,3.4293,4.1763,lose,-1.0
